emoji,description,version,keywords,category,group,subgroup,parent,components
🕴🏻,"person in suit levitating: light skin tone",4.0,business|levitating|light skin tone|person|suit,person-people,people-body,person-activity,🕴️,🏻
🕴🏼,"person in suit levitating: medium-light skin tone",4.0,business|levitating|medium-light skin tone|person|suit,person-people,people-body,person-activity,🕴️,🏼
🕴🏽,"person in suit levitating: medium skin tone",4.0,business|levitating|medium skin tone|person|suit,person-people,people-body,person-activity,🕴️,🏽
🕴🏾,"person in suit levitating: medium-dark skin tone",4.0,business|levitating|medium-dark skin tone|person|suit,person-people,people-body,person-activity,🕴️,🏾
🕴🏿,"person in suit levitating: dark skin tone",4.0,business|dark skin tone|levitating|person|suit,person-people,people-body,person-activity,🕴️,🏿
👯,"people with bunny ears",0.6,bestie|bff|bunny|counterpart|dancer|double|ear|identical|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,,
👯🏻,"people with bunny ears: light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏻
👯🏼,"people with bunny ears: medium-light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium-light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏼
👯🏽,"people with bunny ears: medium skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏽
👯🏾,"people with bunny ears: medium-dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium-dark skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏾
👯🏿,"people with bunny ears: dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏿
🧑🏻‍🐰‍🧑🏼,"people with bunny ears: light skin tone, medium-light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium-light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏻|🏼
🧑🏻‍🐰‍🧑🏽,"people with bunny ears: light skin tone, medium skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏻|🏽
🧑🏻‍🐰‍🧑🏾,"people with bunny ears: light skin tone, medium-dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium-dark skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏻|🏾
🧑🏻‍🐰‍🧑🏿,"people with bunny ears: light skin tone, dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏻|🏿
🧑🏼‍🐰‍🧑🏻,"people with bunny ears: medium-light skin tone, light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium-light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏼|🏻
🧑🏼‍🐰‍🧑🏽,"people with bunny ears: medium-light skin tone, medium skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium skin tone|medium-light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏼|🏽
🧑🏼‍🐰‍🧑🏾,"people with bunny ears: medium-light skin tone, medium-dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium-dark skin tone|medium-light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏼|🏾
🧑🏼‍🐰‍🧑🏿,"people with bunny ears: medium-light skin tone, dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|medium-light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏼|🏿
🧑🏽‍🐰‍🧑🏻,"people with bunny ears: medium skin tone, light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏽|🏻
🧑🏽‍🐰‍🧑🏼,"people with bunny ears: medium skin tone, medium-light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium skin tone|medium-light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏽|🏼
🧑🏽‍🐰‍🧑🏾,"people with bunny ears: medium skin tone, medium-dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium skin tone|medium-dark skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏽|🏾
🧑🏽‍🐰‍🧑🏿,"people with bunny ears: medium skin tone, dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|medium skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏽|🏿
🧑🏾‍🐰‍🧑🏻,"people with bunny ears: medium-dark skin tone, light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium-dark skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏾|🏻
🧑🏾‍🐰‍🧑🏼,"people with bunny ears: medium-dark skin tone, medium-light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium-dark skin tone|medium-light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏾|🏼
🧑🏾‍🐰‍🧑🏽,"people with bunny ears: medium-dark skin tone, medium skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium skin tone|medium-dark skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏾|🏽
🧑🏾‍🐰‍🧑🏿,"people with bunny ears: medium-dark skin tone, dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|medium-dark skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏾|🏿
🧑🏿‍🐰‍🧑🏻,"people with bunny ears: dark skin tone, light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏿|🏻
🧑🏿‍🐰‍🧑🏼,"people with bunny ears: dark skin tone, medium-light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|medium-light skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏿|🏼
🧑🏿‍🐰‍🧑🏽,"people with bunny ears: dark skin tone, medium skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|medium skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏿|🏽
🧑🏿‍🐰‍🧑🏾,"people with bunny ears: dark skin tone, medium-dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|medium-dark skin tone|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯,🏿|🏾
👯‍♂️,"men with bunny ears",4.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,,
👯🏻‍♂️,"men with bunny ears: light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏻
👯🏼‍♂️,"men with bunny ears: medium-light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium-light skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏼
👯🏽‍♂️,"men with bunny ears: medium skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏽
👯🏾‍♂️,"men with bunny ears: medium-dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium-dark skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏾
👯🏿‍♂️,"men with bunny ears: dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏿
👨🏻‍🐰‍👨🏼,"men with bunny ears: light skin tone, medium-light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium-light skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏻|🏼
👨🏻‍🐰‍👨🏽,"men with bunny ears: light skin tone, medium skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏻|🏽
👨🏻‍🐰‍👨🏾,"men with bunny ears: light skin tone, medium-dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium-dark skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏻|🏾
👨🏻‍🐰‍👨🏿,"men with bunny ears: light skin tone, dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|dark skin tone|double|ear|identical|light skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏻|🏿
👨🏼‍🐰‍👨🏻,"men with bunny ears: medium-light skin tone, light skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|light skin tone|medium-light skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏼|🏻
👨🏼‍🐰‍👨🏽,"men with bunny ears: medium-light skin tone, medium skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium skin tone|medium-light skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏼|🏽
👨🏼‍🐰‍👨🏾,"men with bunny ears: medium-light skin tone, medium-dark skin tone",17.0,bestie|bff|bunny|counterpart|dancer|double|ear|identical|medium-dark skin tone|medium-light skin tone|men|pair|party|partying|people|soulmate|twin|twinsies,person-people,people-body,person-activity,👯‍♂️,🏼|🏾
